1773577570.659209 server started (43165): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1773577570.659259 on Linux 6.19.7-200.fc43.x86_64 #1 SMP PREEMPT_DYNAMIC Thu Mar 12 15:50:03 UTC 2026
1773577570.659295 using libevent 2.1.12-stable poll
1773577570.659313 using ncurses 6.5 20250614
1773577570.819148 client 0x5650cf0ca630 IDENTIFY_TERMINFO kDC3=\033[3;3~
1773577570.819158 peer 0x5650cf0cb140 message 112
1773577570.819168 client 0x5650cf0ca630 IDENTIFY_TERMINFO kDC4=\033[3;4~
1773577570.819179 peer 0x5650cf0cb140 message 112
1773577570.819189 client 0x5650cf0ca630 IDENTIFY_TERMINFO kDC5=\033[3;5~
1773577570.819199 peer 0x5650cf0cb140 message 112
1773577570.819211 client 0x5650cf0ca630 IDENTIFY_TERMINFO kDC6=\033[3;6~
1773577570.819221 peer 0x5650cf0cb140 message 112
1773577570.819232 client 0x5650cf0ca630 IDENTIFY_TERMINFO kDC7=\033[3;7~
1773577570.819243 peer 0x5650cf0cb140 message 112
1773577570.819253 client 0x5650cf0ca630 IDENTIFY_TERMINFO kdch1=\033[3~
1773577570.819263 peer 0x5650cf0cb140 message 112
1773577570.819274 client 0x5650cf0ca630 IDENTIFY_TERMINFO kDN=\033[1;2B
1773577570.819285 peer 0x5650cf0cb140 message 112
1773577570.819295 client 0x5650cf0ca630 IDENTIFY_TERMINFO kDN3=\033[1;3B
1773577570.819307 peer 0x5650cf0cb140 message 112
1773577570.819321 client 0x5650cf0ca630 IDENTIFY_TERMINFO kDN4=\033[1;4B
1773577570.819331 peer 0x5650cf0cb140 message 112
1773577570.819341 client 0x5650cf0ca630 IDENTIFY_TERMINFO kDN5=\033[1;5B
1773577570.819351 peer 0x5650cf0cb140 message 112
1773577570.819361 client 0x5650cf0ca630 IDENTIFY_TERMINFO kDN6=\033[1;6B
1773577570.819371 peer 0x5650cf0cb140 message 112
1773577570.819388 client 0x5650cf0ca630 IDENTIFY_TERMINFO kDN7=\033[1;7B
1773577570.819402 peer 0x5650cf0cb140 message 112
1773577570.819412 client 0x5650cf0ca630 IDENTIFY_TERMINFO kend=\033OF
1773577570.819423 peer 0x5650cf0cb140 message 112
1773577570.819433 client 0x5650cf0ca630 IDENTIFY_TERMINFO kEND=\033[1;2F
1773577570.819443 peer 0x5650cf0cb140 message 112
1773577570.819453 client 0x5650cf0ca630 IDENTIFY_TERMINFO kEND3=\033[1;3F
1773577570.819464 peer 0x5650cf0cb140 message 112
1773577570.819475 client 0x5650cf0ca630 IDENTIFY_TERMINFO kEND4=\033[1;4F
1773577570.819485 peer 0x5650cf0cb140 message 112
1773577570.819496 client 0x5650cf0ca630 IDENTIFY_TERMINFO kEND5=\033[1;5F
1773577570.819506 peer 0x5650cf0cb140 message 112
1773577570.819516 client 0x5650cf0ca630 IDENTIFY_TERMINFO kEND6=\033[1;6F
1773577570.819526 peer 0x5650cf0cb140 message 112
1773577570.819536 client 0x5650cf0ca630 IDENTIFY_TERMINFO kEND7=\033[1;7F
1773577570.819547 peer 0x5650cf0cb140 message 112
1773577570.819557 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf1=\033OP
1773577570.819574 peer 0x5650cf0cb140 message 112
1773577570.819585 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf10=\033[21~
1773577570.819595 peer 0x5650cf0cb140 message 112
1773577570.819605 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf11=\033[23~
1773577570.819615 peer 0x5650cf0cb140 message 112
1773577570.819629 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf12=\033[24~
1773577570.819640 peer 0x5650cf0cb140 message 112
1773577570.819650 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf13=\033[1;2P
1773577570.819661 peer 0x5650cf0cb140 message 112
1773577570.819672 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf14=\033[1;2Q
1773577570.819682 peer 0x5650cf0cb140 message 112
1773577570.819692 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf15=\033[1;2R
1773577570.819702 peer 0x5650cf0cb140 message 112
1773577570.819713 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf16=\033[1;2S
1773577570.819723 peer 0x5650cf0cb140 message 112
1773577570.819733 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf17=\033[15;2~
1773577570.819744 peer 0x5650cf0cb140 message 112
1773577570.819754 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf18=\033[17;2~
1773577570.819765 peer 0x5650cf0cb140 message 112
1773577570.819775 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf19=\033[18;2~
1773577570.819785 peer 0x5650cf0cb140 message 112
1773577570.819795 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf2=\033OQ
1773577570.819806 peer 0x5650cf0cb140 message 112
1773577570.819816 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf20=\033[19;2~
1773577570.819826 peer 0x5650cf0cb140 message 112
1773577570.819841 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf21=\033[20;2~
1773577570.819851 peer 0x5650cf0cb140 message 112
1773577570.819861 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf22=\033[21;2~
1773577570.819872 peer 0x5650cf0cb140 message 112
1773577570.819882 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf23=\033[23;2~
1773577570.819892 peer 0x5650cf0cb140 message 112
1773577570.819902 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf24=\033[24;2~
1773577570.819912 peer 0x5650cf0cb140 message 112
1773577570.819924 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf25=\033[1;5P
1773577570.819934 peer 0x5650cf0cb140 message 112
1773577570.819945 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf26=\033[1;5Q
1773577570.819955 peer 0x5650cf0cb140 message 112
1773577570.819964 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf27=\033[1;5R
1773577570.819975 peer 0x5650cf0cb140 message 112
1773577570.819985 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf28=\033[1;5S
1773577570.819995 peer 0x5650cf0cb140 message 112
1773577570.820005 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf29=\033[15;5~
1773577570.820017 peer 0x5650cf0cb140 message 112
1773577570.820027 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf3=\033OR
1773577570.820038 peer 0x5650cf0cb140 message 112
1773577570.820048 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf30=\033[17;5~
1773577570.820058 peer 0x5650cf0cb140 message 112
1773577570.820068 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf31=\033[18;5~
1773577570.820078 peer 0x5650cf0cb140 message 112
1773577570.820099 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf32=\033[19;5~
1773577570.820134 peer 0x5650cf0cb140 message 112
1773577570.820148 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf33=\033[20;5~
1773577570.820158 peer 0x5650cf0cb140 message 112
1773577570.820169 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf34=\033[21;5~
1773577570.820179 peer 0x5650cf0cb140 message 112
1773577570.820190 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf35=\033[23;5~
1773577570.820200 peer 0x5650cf0cb140 message 112
1773577570.820214 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf36=\033[24;5~
1773577570.820224 peer 0x5650cf0cb140 message 112
1773577570.820235 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf37=\033[1;6P
1773577570.820245 peer 0x5650cf0cb140 message 112
1773577570.820255 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf38=\033[1;6Q
1773577570.820265 peer 0x5650cf0cb140 message 112
1773577570.820275 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf39=\033[1;6R
1773577570.820286 peer 0x5650cf0cb140 message 112
1773577570.820297 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf4=\033OS
1773577570.820308 peer 0x5650cf0cb140 message 112
1773577570.820318 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf40=\033[1;6S
1773577570.820328 peer 0x5650cf0cb140 message 112
1773577570.820339 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf41=\033[15;6~
1773577570.820349 peer 0x5650cf0cb140 message 112
1773577570.820359 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf42=\033[17;6~
1773577570.820369 peer 0x5650cf0cb140 message 112
1773577570.820380 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf43=\033[18;6~
1773577570.820391 peer 0x5650cf0cb140 message 112
1773577570.820401 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf44=\033[19;6~
1773577570.820411 peer 0x5650cf0cb140 message 112
1773577570.820422 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf45=\033[20;6~
1773577570.820432 peer 0x5650cf0cb140 message 112
1773577570.820442 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf46=\033[21;6~
1773577570.820452 peer 0x5650cf0cb140 message 112
1773577570.820462 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf47=\033[23;6~
1773577570.820473 peer 0x5650cf0cb140 message 112
1773577570.820484 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf48=\033[24;6~
1773577570.820494 peer 0x5650cf0cb140 message 112
1773577570.820505 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf49=\033[1;3P
1773577570.820515 peer 0x5650cf0cb140 message 112
1773577570.820525 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf5=\033[15~
1773577570.820535 peer 0x5650cf0cb140 message 112
1773577570.820545 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf50=\033[1;3Q
1773577570.820555 peer 0x5650cf0cb140 message 112
1773577570.820567 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf51=\033[1;3R
1773577570.820577 peer 0x5650cf0cb140 message 112
1773577570.820587 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf52=\033[1;3S
1773577570.820598 peer 0x5650cf0cb140 message 112
1773577570.820607 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf53=\033[15;3~
1773577570.820617 peer 0x5650cf0cb140 message 112
1773577570.820628 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf54=\033[17;3~
1773577570.820638 peer 0x5650cf0cb140 message 112
1773577570.820648 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf55=\033[18;3~
1773577570.820659 peer 0x5650cf0cb140 message 112
1773577570.820670 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf56=\033[19;3~
1773577570.820681 peer 0x5650cf0cb140 message 112
1773577570.820691 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf57=\033[20;3~
1773577570.820702 peer 0x5650cf0cb140 message 112
1773577570.820712 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf58=\033[21;3~
1773577570.820723 peer 0x5650cf0cb140 message 112
1773577570.820734 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf59=\033[23;3~
1773577570.820746 peer 0x5650cf0cb140 message 112
1773577570.820757 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf6=\033[17~
1773577570.820767 peer 0x5650cf0cb140 message 112
1773577570.820777 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf60=\033[24;3~
1773577570.820788 peer 0x5650cf0cb140 message 112
1773577570.820798 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf61=\033[1;4P
1773577570.820808 peer 0x5650cf0cb140 message 112
1773577570.820823 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf62=\033[1;4Q
1773577570.820841 peer 0x5650cf0cb140 message 112
1773577570.820856 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf63=\033[1;4R
1773577570.820866 peer 0x5650cf0cb140 message 112
1773577570.820876 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf7=\033[18~
1773577570.820886 peer 0x5650cf0cb140 message 112
1773577570.820896 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf8=\033[19~
1773577570.820906 peer 0x5650cf0cb140 message 112
1773577570.820917 client 0x5650cf0ca630 IDENTIFY_TERMINFO kf9=\033[20~
1773577570.820928 peer 0x5650cf0cb140 message 112
1773577570.820938 client 0x5650cf0ca630 IDENTIFY_TERMINFO kHOM=\033[1;2H
1773577570.820948 peer 0x5650cf0cb140 message 112
1773577570.820958 client 0x5650cf0ca630 IDENTIFY_TERMINFO kHOM3=\033[1;3H
1773577570.820968 peer 0x5650cf0cb140 message 112
1773577570.820978 client 0x5650cf0ca630 IDENTIFY_TERMINFO kHOM4=\033[1;4H
1773577570.820989 peer 0x5650cf0cb140 message 112
1773577570.820999 client 0x5650cf0ca630 IDENTIFY_TERMINFO kHOM5=\033[1;5H
1773577570.821009 peer 0x5650cf0cb140 message 112
1773577570.821020 client 0x5650cf0ca630 IDENTIFY_TERMINFO kHOM6=\033[1;6H
1773577570.821030 peer 0x5650cf0cb140 message 112
1773577570.821041 client 0x5650cf0ca630 IDENTIFY_TERMINFO kHOM7=\033[1;7H
1773577570.821051 peer 0x5650cf0cb140 message 112
1773577570.821061 client 0x5650cf0ca630 IDENTIFY_TERMINFO khome=\033OH
1773577570.821071 peer 0x5650cf0cb140 message 112
1773577570.821081 client 0x5650cf0ca630 IDENTIFY_TERMINFO kIC=\033[2;2~
1773577570.821091 peer 0x5650cf0cb140 message 112
1773577570.821101 client 0x5650cf0ca630 IDENTIFY_TERMINFO kIC3=\033[2;3~
1773577570.821127 peer 0x5650cf0cb140 message 112
1773577570.821137 client 0x5650cf0ca630 IDENTIFY_TERMINFO kIC4=\033[2;4~
1773577570.821147 peer 0x5650cf0cb140 message 112
1773577570.821158 client 0x5650cf0ca630 IDENTIFY_TERMINFO kIC5=\033[2;5~
1773577570.821168 peer 0x5650cf0cb140 message 112
1773577570.821178 client 0x5650cf0ca630 IDENTIFY_TERMINFO kIC6=\033[2;6~
1773577570.821188 peer 0x5650cf0cb140 message 112
1773577570.821198 client 0x5650cf0ca630 IDENTIFY_TERMINFO kIC7=\033[2;7~
1773577570.821209 peer 0x5650cf0cb140 message 112
1773577570.821220 client 0x5650cf0ca630 IDENTIFY_TERMINFO kich1=\033[2~
1773577570.821230 peer 0x5650cf0cb140 message 112
1773577570.821240 client 0x5650cf0ca630 IDENTIFY_TERMINFO kind=\033[1;2B
1773577570.821250 peer 0x5650cf0cb140 message 112
1773577570.821261 client 0x5650cf0ca630 IDENTIFY_TERMINFO kLFT=\033[1;2D
1773577570.821271 peer 0x5650cf0cb140 message 112
1773577570.821282 client 0x5650cf0ca630 IDENTIFY_TERMINFO kLFT3=\033[1;3D
1773577570.821293 peer 0x5650cf0cb140 message 112
1773577570.821303 client 0x5650cf0ca630 IDENTIFY_TERMINFO kLFT4=\033[1;4D
1773577570.821314 peer 0x5650cf0cb140 message 112
1773577570.821325 client 0x5650cf0ca630 IDENTIFY_TERMINFO kLFT5=\033[1;5D
1773577570.821335 peer 0x5650cf0cb140 message 112
1773577570.821345 client 0x5650cf0ca630 IDENTIFY_TERMINFO kLFT6=\033[1;6D
1773577570.821355 peer 0x5650cf0cb140 message 112
1773577570.821365 client 0x5650cf0ca630 IDENTIFY_TERMINFO kLFT7=\033[1;7D
1773577570.821376 peer 0x5650cf0cb140 message 112
1773577570.821386 client 0x5650cf0ca630 IDENTIFY_TERMINFO kmous=\033[<
1773577570.821396 peer 0x5650cf0cb140 message 112
1773577570.821407 client 0x5650cf0ca630 IDENTIFY_TERMINFO knp=\033[6~
1773577570.821418 peer 0x5650cf0cb140 message 112
1773577570.821428 client 0x5650cf0ca630 IDENTIFY_TERMINFO kNXT=\033[6;2~
1773577570.821438 peer 0x5650cf0cb140 message 112
1773577570.821448 client 0x5650cf0ca630 IDENTIFY_TERMINFO kNXT3=\033[6;3~
1773577570.821458 peer 0x5650cf0cb140 message 112
1773577570.821468 client 0x5650cf0ca630 IDENTIFY_TERMINFO kNXT4=\033[6;4~
1773577570.821478 peer 0x5650cf0cb140 message 112
1773577570.821490 client 0x5650cf0ca630 IDENTIFY_TERMINFO kNXT5=\033[6;5~
1773577570.821500 peer 0x5650cf0cb140 message 112
1773577570.821510 client 0x5650cf0ca630 IDENTIFY_TERMINFO kNXT6=\033[6;6~
1773577570.821520 peer 0x5650cf0cb140 message 112
1773577570.821531 client 0x5650cf0ca630 IDENTIFY_TERMINFO kNXT7=\033[6;7~
1773577570.821541 peer 0x5650cf0cb140 message 112
1773577570.821557 client 0x5650cf0ca630 IDENTIFY_TERMINFO kpp=\033[5~
1773577570.821570 peer 0x5650cf0cb140 message 112
1773577570.821581 client 0x5650cf0ca630 IDENTIFY_TERMINFO kPRV=\033[5;2~
1773577570.821592 peer 0x5650cf0cb140 message 112
1773577570.821602 client 0x5650cf0ca630 IDENTIFY_TERMINFO kPRV3=\033[5;3~
1773577570.821612 peer 0x5650cf0cb140 message 112
1773577570.821622 client 0x5650cf0ca630 IDENTIFY_TERMINFO kPRV4=\033[5;4~
1773577570.821632 peer 0x5650cf0cb140 message 112
1773577570.821642 client 0x5650cf0ca630 IDENTIFY_TERMINFO kPRV5=\033[5;5~
1773577570.821653 peer 0x5650cf0cb140 message 112
1773577570.821663 client 0x5650cf0ca630 IDENTIFY_TERMINFO kPRV6=\033[5;6~
1773577570.821674 peer 0x5650cf0cb140 message 112
1773577570.821684 client 0x5650cf0ca630 IDENTIFY_TERMINFO kPRV7=\033[5;7~
1773577570.821694 peer 0x5650cf0cb140 message 112
1773577570.821704 client 0x5650cf0ca630 IDENTIFY_TERMINFO kri=\033[1;2A
1773577570.821715 peer 0x5650cf0cb140 message 112
1773577570.821725 client 0x5650cf0ca630 IDENTIFY_TERMINFO kRIT=\033[1;2C
1773577570.821735 peer 0x5650cf0cb140 message 112
1773577570.821745 client 0x5650cf0ca630 IDENTIFY_TERMINFO kRIT3=\033[1;3C
1773577570.821755 peer 0x5650cf0cb140 message 112
1773577570.821767 client 0x5650cf0ca630 IDENTIFY_TERMINFO kRIT4=\033[1;4C
1773577570.821777 peer 0x5650cf0cb140 message 112
1773577570.821786 client 0x5650cf0ca630 IDENTIFY_TERMINFO kRIT5=\033[1;5C
1773577570.821797 peer 0x5650cf0cb140 message 112
1773577570.821807 client 0x5650cf0ca630 IDENTIFY_TERMINFO kRIT6=\033[1;6C
1773577570.821818 peer 0x5650cf0cb140 message 112
1773577570.821828 client 0x5650cf0ca630 IDENTIFY_TERMINFO kRIT7=\033[1;7C
1773577570.821838 peer 0x5650cf0cb140 message 112
1773577570.821849 client 0x5650cf0ca630 IDENTIFY_TERMINFO kUP=\033[1;2A
1773577570.821859 peer 0x5650cf0cb140 message 112
1773577570.821870 client 0x5650cf0ca630 IDENTIFY_TERMINFO kUP3=\033[1;3A
1773577570.821880 peer 0x5650cf0cb140 message 112
1773577570.821889 client 0x5650cf0ca630 IDENTIFY_TERMINFO kUP4=\033[1;4A
1773577570.821900 peer 0x5650cf0cb140 message 112
1773577570.821910 client 0x5650cf0ca630 IDENTIFY_TERMINFO kUP5=\033[1;5A
1773577570.821920 peer 0x5650cf0cb140 message 112
1773577570.821930 client 0x5650cf0ca630 IDENTIFY_TERMINFO kUP6=\033[1;6A
1773577570.821942 peer 0x5650cf0cb140 message 112
1773577570.821950 client 0x5650cf0ca630 IDENTIFY_TERMINFO kUP7=\033[1;7A
1773577570.821960 peer 0x5650cf0cb140 message 112
1773577570.821973 client 0x5650cf0ca630 IDENTIFY_TERMINFO Ms=\033]52;%p1%s;%p2%s\a
1773577570.821983 peer 0x5650cf0cb140 message 112
1773577570.821993 client 0x5650cf0ca630 IDENTIFY_TERMINFO op=\033[39;49m
1773577570.822004 peer 0x5650cf0cb140 message 112
1773577570.822015 client 0x5650cf0ca630 IDENTIFY_TERMINFO rev=\033[7m
1773577570.822026 peer 0x5650cf0cb140 message 112
1773577570.822038 client 0x5650cf0ca630 IDENTIFY_TERMINFO ri=\033M
1773577570.822047 peer 0x5650cf0cb140 message 112
1773577570.822057 client 0x5650cf0ca630 IDENTIFY_TERMINFO rin=\033[%p1%dT
1773577570.822068 peer 0x5650cf0cb140 message 112
1773577570.822078 client 0x5650cf0ca630 IDENTIFY_TERMINFO rmacs=\033(B
1773577570.822088 peer 0x5650cf0cb140 message 112
1773577570.822099 client 0x5650cf0ca630 IDENTIFY_TERMINFO rmcup=\033[?1049l\033[23;0;0t
1773577570.822127 peer 0x5650cf0cb140 message 112
1773577570.822138 client 0x5650cf0ca630 IDENTIFY_TERMINFO rmkx=\033[?1l\033>
1773577570.822148 peer 0x5650cf0cb140 message 112
1773577570.822158 client 0x5650cf0ca630 IDENTIFY_TERMINFO Se=\033[2 q
1773577570.822168 peer 0x5650cf0cb140 message 112
1773577570.822180 client 0x5650cf0ca630 IDENTIFY_TERMINFO setab=\033[%?%p1%{8}%<%t4%p1%d%e%p1%{16}%<%t10%p1%{8}%-%d%e48;5;%p1%d%;m
1773577570.822190 peer 0x5650cf0cb140 message 112
1773577570.822202 client 0x5650cf0ca630 IDENTIFY_TERMINFO setaf=\033[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m
1773577570.822212 peer 0x5650cf0cb140 message 112
1773577570.822224 client 0x5650cf0ca630 IDENTIFY_TERMINFO sgr0=\033(B\033[m
1773577570.822234 peer 0x5650cf0cb140 message 112
1773577570.822250 client 0x5650cf0ca630 IDENTIFY_TERMINFO sitm=\033[3m
1773577570.822263 peer 0x5650cf0cb140 message 112
1773577570.822273 client 0x5650cf0ca630 IDENTIFY_TERMINFO smacs=\033(0
1773577570.822283 peer 0x5650cf0cb140 message 112
1773577570.822294 client 0x5650cf0ca630 IDENTIFY_TERMINFO smcup=\033[?1049h\033[22;0;0t
1773577570.822304 peer 0x5650cf0cb140 message 112
1773577570.822316 client 0x5650cf0ca630 IDENTIFY_TERMINFO smkx=\033[?1h\033=
1773577570.822326 peer 0x5650cf0cb140 message 112
1773577570.822336 client 0x5650cf0ca630 IDENTIFY_TERMINFO smso=\033[7m
1773577570.822346 peer 0x5650cf0cb140 message 112
1773577570.822356 client 0x5650cf0ca630 IDENTIFY_TERMINFO smul=\033[4m
1773577570.822366 peer 0x5650cf0cb140 message 112
1773577570.822376 client 0x5650cf0ca630 IDENTIFY_TERMINFO smxx=\033[9m
1773577570.822386 peer 0x5650cf0cb140 message 112
1773577570.822396 client 0x5650cf0ca630 IDENTIFY_TERMINFO Ss=\033[%p1%d q
